"TAHUN","SEMESTER","MAHASISWA","PROSEN_HADIR_RATA_RATA"
2023,2,24920,83.75
2023,2,24574,96.35
2023,2,23600,99.43
2023,2,22775,97.5
2023,2,24807,92.36
2023,2,23768,100
2024,1,26475,98.86
2024,1,26913,100
2024,1,26471,99.48
2024,1,22097,95.98
2024,1,22165,94.92
2024,1,24035,97.73
2024,1,25962,99.38
2024,1,25849,95.45
2024,1,24155,100
2024,1,25508,97.22
2024,1,25374,98.13
2024,1,24327,94.44
2024,1,22113,98.66
2024,1,22987,88.13
2024,1,21105,96.53
2024,1,26160,96.35
2024,1,24399,100
2024,1,22444,97.4
2024,1,24000,98.61
2024,1,25567,99.38
2024,1,22499,97.4
2024,1,25482,98.13
2024,1,22390,96.15
2024,1,24348,98.75
2024,1,25997,97.6
2024,2,23759,100
2024,2,24565,100
2024,2,26333,100
2024,2,23675,98.3
2024,2,24359,98.86
2024,2,23777,100
2024,2,26551,100
2024,2,25768,94.44
2024,2,25605,100
2024,2,23819,91.67
2024,2,26198,98.75
2024,2,24009,98.96
2024,2,25398,98.44
2024,2,23039,96.88
2024,2,24316,100
2024,2,23839,98.75
2024,2,26379,99.43
2024,2,26065,100
2024,2,23972,100
2024,2,26100,99.43
2025,1,23531,97.5
2025,1,28718,97.22
2025,1,27723,93.75
2025,1,28045,97.92
2025,1,28781,100
2025,1,28811,99.43
2025,1,28838,98.75
2025,1,25928,99.38
2025,1,26546,96.88
2025,1,28834,100
2025,1,27291,90.63
2025,1,23091,94.53
2025,1,22068,100
2025,1,25585,100
2025,1,26557,99.22
2025,1,23087,77.08
2025,1,27371,96.88
2025,1,23945,98.13
2025,1,29124,99.38
2025,1,26268,96.63
2025,1,26932,97.4
2025,1,25522,100
2025,1,26321,98.61
2025,1,27306,99.38
2025,1,22592,97.5
2025,1,26049,98.08
2025,1,25414,97.73
2025,1,24078,96.88
2025,1,28054,99.48
2022,1,22849,99.38
2022,1,22445,100
2022,1,21888,98.21
2022,1,23086,98.75
2022,1,22287,97.22
2022,1,21097,100
2022,1,21601,99.38
2022,1,21058,99.55
2022,1,22216,97.5
2022,1,19206,96.88
2022,2,22747,99.48
2022,2,19270,93.75
2022,2,20695,96.88
2022,2,20859,97.22
2022,2,21273,95.83
2022,2,22947,98.75
2022,2,21117,98.3
2022,2,22737,95.45
2022,2,21755,93.06
2022,2,22365,100
2022,2,19927,100
2022,2,22973,93.75
2023,1,24715,100
2023,1,22789,95.31
2023,1,23530,100
2023,1,24701,100
2023,1,24426,96.59
2023,1,24679,100
2023,1,24205,99.48
2023,1,24210,99.06
2023,1,24978,92.05
2023,1,24233,98.75
2023,2,18846,100
2023,2,22562,97.16
2023,2,22855,92.61
2023,2,24153,100
2023,2,24079,99.43
2023,2,23845,94.32
2023,2,23761,100
2023,2,24569,97.92
2023,2,24721,98.75
2023,2,23875,98.86
2023,2,21343,95.83
2023,2,23213,98.61
2023,2,22983,88.19
2023,2,24286,96.53
2023,2,24180,97.19
2024,1,25984,99.43
2024,1,26608,100
2024,1,22448,85.58
2024,1,24296,100
2024,1,22022,84.03
2024,1,26348,100
2024,1,22880,86.36
2024,1,26282,99.43
2024,1,22441,90.28
2024,2,25634,99.43
2024,2,25830,99.38
2024,2,24684,99.43
2024,2,25401,100
2024,2,26201,99.48
2024,2,23976,96.88
2024,2,24324,93.75
2024,2,23088,96.88
2024,2,21118,95.83
2024,2,21454,96.88
2024,2,26351,99.43
2024,2,21173,96.88
2024,2,21066,100
2024,2,24402,96.88
2024,2,27107,100
2025,1,28427,99.48
2025,1,27207,100
2025,1,23589,100
2025,1,27521,99.38
2025,1,28126,100
2025,1,26451,89.38
2025,1,28841,96.43
2025,1,25655,98.13
2025,1,27655,98.3
2025,1,26490,98.96
2025,1,27570,96.88
2025,1,25635,95.14
2025,1,22080,97.5
2025,1,28329,98.75
2025,1,26278,100
2025,1,27663,98.96
2025,1,27172,97.73
2025,1,23076,92.97
2025,1,21825,87.5
2025,1,24025,97.92
2022,1,22840,100
2022,1,20759,99.43
2022,1,22790,97.92
2022,1,22870,100
2022,1,21880,97.32
2022,2,17289,88.75
2022,2,21208,98.3
2022,2,21569,98.3
2022,2,22800,95.45
2022,2,19645,100
2022,4,21379,50
2023,1,24331,95.63
2023,1,21088,92.71
2023,1,22299,98.96
2023,1,20680,98.75
2023,2,25019,91.96
2023,2,24081,93.06
2023,2,22183,97.92
2023,2,24083,99.38
2023,2,22434,81.94
2024,1,25707,100
2024,1,26425,99.38
2024,1,26343,99.55
2024,1,25412,100
2024,1,22986,96.88
2024,1,24208,85.8
2024,2,23783,90.91
2024,2,24169,93.75
2024,2,22855,87.5
2024,2,24100,96.25
2024,2,26991,87.5
2024,2,24360,100
2024,2,25556,98.3
2024,2,26413,98.3
2024,2,26830,98.61
2025,1,26482,99.43
2025,1,22586,91.67
2025,1,22084,100
2022,1,20946,98.13
2022,2,22848,84.09
2023,1,22783,96.63
2023,1,23019,98.75
2023,1,24219,99.38
2023,1,24182,97.12
2023,1,22858,85.63
2023,1,22287,95.31
2023,2,21747,95.31
2023,2,22023,90.97
2023,2,20715,100
2023,2,24067,95
2024,1,26950,98.75
2024,1,25597,98.61
2024,1,26227,94.32
2024,1,24243,97.22
2024,1,26365,98.75
2024,1,22504,99.11
2024,2,24109,96.88
2024,2,26009,97.5
2025,1,25325,96.59
2025,1,23739,96.88
2025,1,23618,92.58
2022,2,19104,95.83
2023,1,23259,100
2023,1,23938,99.06
2023,1,23725,97.16
2023,2,22971,99.43
2023,2,23659,99.43
2023,2,22956,100
2023,2,20532,96.88
2024,1,26629,99.38
2024,1,24302,99.43
2024,2,23548,96.59
2024,2,27115,95.31
2024,2,20799,58.33
2025,1,29165,100
2025,1,21634,87.5
2022,1,20823,95.31
2022,2,22779,96.88
2022,2,17692,95.31
2023,2,21362,100
2023,2,24087,97.16
2024,2,20796,93.75
2024,2,25887,94.44
2023,1,18836,100
2023,2,20697,98.75
2024,2,26815,97.16
2024,2,22700,96.88
2024,2,20853,95.31
2025,1,28455,97.92
2022,1,19497,99.31
2022,1,19148,93.75
2024,2,22776,90.63
2024,2,22572,93.75
2024,2,22810,100
2024,2,27143,90.63
2024,2,22866,93.75
2022,3,22733,93.75
2023,2,19448,87.5
2024,2,20747,96.88
2022,3,21502,87.5
2024,2,23018,96.88
2023,2,20564,93.75
2021,2,20317,98.86
2022,1,21689,100
2022,1,22873,100
2022,1,21496,100
2022,1,21629,94.38
2022,1,21521,99.04
2022,1,22028,98.75
2022,1,19571,94.53
2022,1,23203,97.32
2022,1,20912,96.43
2022,1,21463,96.88
2022,1,20782,100
2022,1,21169,93.13
2022,1,23119,100
2022,1,21609,96.09
2022,1,22148,88.44
2022,1,21106,97.32
2022,1,21580,100
2022,1,21624,99.48
2022,1,22694,100
2022,1,22245,100
2022,1,17383,93.06
2022,1,19394,90
2022,1,21798,97.66
2022,1,22271,98.3
2022,1,18947,82.21
2022,2,20779,96.88
2022,2,22232,99.43
2022,2,21530,97.5
2022,2,23347,99.38
2022,2,22755,92.19
2022,2,18118,100
2022,2,22418,96.88
2022,2,20961,93.18
2022,2,23217,70.94
2022,2,22962,98.13
2022,2,22166,92.05
2022,2,23024,98.3
2022,2,20697,92.19
2023,1,21800,94.44
2023,1,21033,89.58
2023,1,22443,97.16
2023,1,24094,99.48
2023,1,22938,100
2023,1,19225,95.31
2023,1,23270,100
2023,1,24043,100
2023,1,22058,93.13
2023,1,24745,98.86
2023,1,21467,98.13
2023,1,23699,97.73
2023,1,24620,100
2023,1,22849,95
2023,1,22259,96.25
2023,1,22873,98.08
2023,1,23981,97.5
2023,1,21474,100
2023,1,23733,98.96
2023,1,23031,93.13
2023,1,18269,96.88
2023,1,24973,90.91
2023,1,23105,92.5
2023,1,23872,56.25
2023,1,22134,100
2023,2,20911,100
2023,2,22602,93.06
2023,2,24207,95.45
2023,2,24287,94.79
2023,2,22492,96.59
2023,2,22495,100
2023,2,24147,86.81
2023,2,24523,91.67
2023,2,21457,100
2023,2,23675,98.86
2023,2,23602,98.3
2023,2,24001,96.59
2023,2,24219,98.3
2023,2,19702,93.75
2023,2,24356,98.3
2023,2,23517,98.13
2023,2,23940,98.75
2023,2,23809,95
2023,2,24456,99.43
2023,2,24915,81.25
2023,2,24466,100
2024,1,22104,90.63
2024,1,20804,98.61
2024,1,25956,100
2024,1,25819,93.75
2024,1,23547,93.18
2024,1,22191,100
2024,1,23520,97.73
2024,1,22527,99.38
2024,1,24303,100
2024,1,22261,99.22
2024,1,26921,96.88
2024,1,20744,98.13
2024,1,26020,99.43
2024,1,24216,100
2024,1,24162,92.5
2024,1,23644,96.25
2024,1,26327,100
2024,1,26200,96.59
2024,1,26529,95.45
2024,1,24175,90.63
2024,1,24512,97.92
2024,1,23816,97.4
2024,1,24282,97.92
2024,1,22426,92.31
2024,1,22027,94.27
2024,1,26397,97.77
2024,1,24092,96.25
2024,1,26159,91.25
2024,1,20842,100
2024,1,23710,93.75
2024,1,24033,96.02
2024,2,26299,78.75
2024,2,26190,98.86
2024,2,25917,95.45
2024,2,25696,100
2024,2,22556,100
2024,2,26506,97.5
2024,2,21424,100
2024,2,24104,100
2024,2,22840,100
2024,2,24200,90.91
2024,2,27160,99.48
2024,2,23215,100
2024,2,24164,98.86
2024,2,26492,98.86
2024,2,26556,98.13
2024,2,25877,92.71
2024,2,23971,96.59
2024,2,24020,100
2024,2,24742,99.22
2024,2,24059,98.13
2024,2,25383,96.25
2024,2,24405,91.67
2024,2,26188,97.5
2024,2,25421,98.75
2024,2,24102,98.86
2024,2,25591,99.38
2024,2,23789,99.43
2024,2,26807,99.43
2024,2,26017,97.5
2025,1,27412,95.31
2025,1,29137,96.15
2025,1,28205,95.83
2025,1,27942,99.43
2025,1,24206,99.48
2025,1,26812,99.48
2025,1,25797,97.5
2025,1,25363,98.86
2025,1,23520,92.58
2025,1,26075,99.31
2025,1,22632,87.5
2025,1,24190,98.44
2025,1,27891,100
2025,1,28519,100
2025,1,28014,98.61
2025,1,23971,98.56
2025,1,26026,95.45
2025,1,27498,100
2025,1,25886,98.13
2025,1,28505,96.88
2025,1,27548,98.75
2025,1,28405,99.43
2025,1,23540,92.61
2025,1,28606,99.38
2025,1,24494,93.36
2025,1,28183,98.61
2025,1,26372,97.12
2025,1,22898,96.09
2025,1,23734,93.75
2025,1,29075,98.96
2025,1,28644,98.75
2025,1,28673,98.75
2025,1,24454,96.88
2025,1,22214,95.83
2025,1,24287,97.16
2025,1,27380,99.48
2022,1,23045,93.13
2022,1,22179,98.21
2022,1,17533,92.71
2022,1,22375,98.13
2022,1,20266,16.25
2022,1,17716,100
2022,1,21631,99.43
2022,1,22813,100
2022,1,21156,100
2022,1,23000,100
2022,1,20271,84.38
2022,1,21783,89.73
2022,1,21054,94.71
2022,2,23087,85.63
2022,2,22584,100
2022,2,21400,97.73
2022,2,22901,98.13
2022,2,20942,98.13
2022,2,17629,89.58
2023,1,23291,97.32
2023,1,24629,100
2023,1,21171,100
2023,1,19364,92.31
2023,1,24427,99.52
2023,1,24284,98.96
2023,1,24301,100
2023,1,24106,98.75
2023,2,23014,96.25
2023,2,22747,88.64
2023,2,22136,97.16
2023,2,24056,98.96
2023,2,24367,99.43
2024,1,24063,97.92
2024,1,21140,87.5
2024,1,23071,99.11
2024,1,26109,98.13
2024,1,24354,100
2024,1,25330,98.96
2024,1,25649,98.86
2024,1,22050,91.67
2024,1,21521,99.31
2024,1,22629,99.61
2024,3,26181,25
2024,2,23804,98.13
2024,2,24361,93.23
2024,2,25749,99.48
2024,2,25429,98.13
2024,2,25647,100
2024,2,20960,83.75
2024,2,26444,100
2024,2,25928,99.38
2024,2,22559,100
2024,2,24731,97.73
2024,2,23047,100
2025,1,26114,98.44
2025,1,26670,97.92
2025,1,28186,97.4
2025,1,25696,100
2025,1,25543,98.61
2025,1,28493,100
2025,1,27969,95.98
2025,1,26083,99.31
2025,1,23703,100
2025,1,24336,97.12
2025,1,28056,98.75
2025,1,28069,95.98
2025,1,25566,100
2025,1,25387,93.13
2025,1,22189,95.83
2025,1,26081,99.48
2025,1,28559,99.38
2021,2,18917,100
2022,1,21477,94.69
2022,1,22990,100
2022,1,21639,99.31
2022,1,19708,96.88
2022,2,22375,96.02
2022,2,21835,98.3
2022,2,18299,100
2022,2,20700,98.3
2022,2,18139,98.96
2022,2,22587,97.73
2023,1,21481,100
2023,1,24012,100
2023,1,23156,93.75
2023,1,22241,96.88
2023,1,22073,93.13
2023,1,20347,98.96
2023,1,21689,96.09
2023,2,22265,90.97
2023,2,23984,99.43
2023,2,23862,98.44
2023,2,22992,85.42
2023,2,24228,97.92
2023,2,22551,99.43
2023,2,21576,95
2024,1,25583,100
2024,1,23152,100
2024,2,23838,100
2024,2,21655,93.75
2024,2,21255,93.75
2024,2,24130,93.75
2024,2,25923,100
2024,2,25472,98.75
2024,2,26619,98.75
2025,1,27630,100
2025,1,28548,98.75
2025,1,22560,98.44
2025,1,28520,94.79
2022,1,17741,92.36
2022,1,22238,99.38
2022,1,22290,93.13
2022,1,19028,6.25
2022,2,21164,100
2022,2,20997,94.32
2022,2,17741,100
2022,2,20186,100
2022,2,19289,100
2022,2,19619,100
2022,2,19925,98.96
2023,1,22889,98.44
2023,2,23681,97.73
2023,2,21423,100
2023,2,24513,99.69
2023,2,22700,100
2023,2,21195,100
2024,1,24410,100
2024,1,25516,96.88
2024,1,26546,92.61
2024,1,23609,99.43
2024,1,26125,100
2024,1,22900,99.48
2024,2,24007,100
2024,2,20831,92.5
2025,1,29096,98.21
2025,1,25609,99.43
2025,1,23082,89.84
2025,1,24089,97.32
2025,1,25770,99.48
2025,1,26092,100
2025,1,27631,100
2025,1,22838,95.83
2025,1,26203,89.38
2025,1,25359,94.38
2022,1,21745,93.75
2022,1,19643,96.88
2022,1,21061,100
2022,1,18087,99.11
2023,1,24217,99.48
2023,2,21571,100
2023,2,21235,96.25
2024,1,24519,25.69
2024,1,24434,100
2024,2,21015,93.75
2025,1,25766,98.13
2022,2,18193,84.38
2022,3,22850,100
2023,2,23005,94.53
2023,2,22448,88.89
2022,2,20375,95.83
2023,1,25047,12.5
2023,2,21711,83.33
2023,2,21365,90.63
2024,2,20800,93.75
2023,2,20996,100
2024,2,22498,93.75
2024,2,27022,100
2024,2,21135,96.88
2024,2,22765,100
2024,2,22480,87.5
2024,2,22008,100
2024,2,22670,96.88
2025,1,24217,12.5
2024,2,20966,91.67
2024,2,22768,96.88
2024,2,22803,100
2024,2,22603,100
2022,2,20178,87.5
2022,2,19029,100
2021,2,18965,98.86
2022,1,21928,96.43
2022,1,22798,100
2022,1,22554,100
2022,1,22252,100
2022,1,20748,96.88
2022,1,21706,97.5
2022,1,22227,98.13
2022,1,22848,97.5
2022,1,21915,97.5
2022,1,22780,93.3
2022,1,21644,98.44
2022,1,22044,100
2022,1,21138,100
2022,1,22119,100
2022,1,20799,96.88
2022,1,23217,96.25
2022,1,21572,96.88
2022,1,22865,97.73
2022,1,18081,92.19
2022,1,22995,99.48
2022,1,22486,97.73
2022,1,22921,95.83
2022,1,22158,100
2022,1,17612,98.44
2022,1,22415,96.88
2022,1,22075,98.13
2022,2,21261,97.73
2022,2,22438,93.75
2022,2,22714,96.25
2022,2,22068,97.16
2022,2,22690,97.5
2022,2,22063,93.75
2022,2,18231,93.75
2022,2,22911,98.75
2022,2,21041,93.75
2022,2,21719,96.59
2022,2,20892,93.18
2022,2,23039,99.48
2022,2,18149,100
2022,2,21056,98.3
2022,2,20888,98.86
2022,2,23053,97.73
2022,2,21699,97.5
2022,2,21046,93.18
2023,1,22533,97.73
2023,1,22976,97.5
2023,1,24678,100
2023,1,24166,100
2023,1,22665,100
2023,1,22471,99.48
2023,1,24734,99.38
2023,1,22791,94.32
2023,1,24197,98.13
2023,1,23093,99.48
2023,1,23626,100
2023,1,24303,99.38
2023,1,24246,96.88
2023,1,23813,93.75
2023,1,24728,87.95
2023,1,22097,98.3
2023,1,18891,83.33
2023,1,22980,87.5
2023,1,22891,98.86
2023,1,24607,96.88
2023,1,24959,99.38
2023,2,22565,99.38
2023,2,23836,91.67
2023,2,24055,100
2023,2,22676,96.59
2023,2,22460,100
2023,2,24490,99.43
2023,2,24248,99.43
2023,2,23562,97.73
2023,2,24545,98.96
2023,2,21680,97.5
2023,2,23116,75.69
2023,2,22861,97.22
2023,2,22117,87.5
2023,2,20568,95.83
2023,2,19823,96.88
2024,1,20976,90.97
2024,1,25821,95.83
2024,1,26118,100
2024,1,25979,98.61
2024,1,26114,99.48
2024,1,26293,100
2024,1,24024,98.96
2024,1,22844,93.13
2024,1,22703,96.25
2024,1,22852,100
2024,1,24432,97.4
2024,1,22429,96.88
2024,1,22437,88.75
2024,1,22258,90.18
2024,1,26232,99.11
2024,1,26427,98.96
2024,1,23744,92.5
2024,1,24428,97.16
2024,1,22033,97.92
2024,1,20865,100
2024,2,26429,97.73
2024,2,25405,96.88
2024,2,26524,98.86
2024,2,23809,93.75
2024,2,25663,98.13
2024,2,24412,98.13
2024,2,26628,98.13
2024,2,23543,97.16
2024,2,21214,93.75
2024,2,21080,93.75
2024,2,24466,93.75
2024,2,24012,100
2024,2,24425,98.86
2024,2,22778,95.31
2024,2,26000,99.43
2024,2,26290,99.43
2024,2,24584,98.13
2024,2,25482,99.43
2024,2,23967,100
2024,2,26041,98.86
2024,2,26061,99.38
2024,2,25613,99.38
2025,1,27404,96.15
2025,1,27301,95.67
2025,1,27673,100
2025,1,28196,96.53
2025,1,28710,97.92
2025,1,24283,90.87
2025,1,27541,99.38
2025,1,26514,100
2025,1,27335,100
2025,1,28832,99.43
2025,1,25839,98.44
2025,1,25650,100
2025,1,27783,98.44
2025,1,25625,98.96
2025,1,25621,99.38
2025,1,29159,100
2025,1,26725,87.5
2025,1,22050,99.11
2025,1,26688,98.86
2025,1,25677,95.83
2025,1,28380,93.23
2025,1,29070,96.63
2025,1,25355,98.75
2025,1,25321,99.48
2025,1,24311,93.36
2025,1,22430,94.79
2025,1,26413,94.38
2025,1,29135,99.43
2025,1,25925,98.3
2025,1,24069,99.52
2025,1,27411,98.96
2025,1,27918,99.43
2025,1,22111,93.75
2025,1,25900,90.63
2025,1,25933,99.31
2021,2,19337,90.1
2021,2,19311,90.1
2021,2,19397,100
2022,1,21627,98.13
2022,1,22019,99.31
2022,1,20973,100
2022,1,19249,99.43
2022,1,20739,100
2022,1,22495,98.86
2022,1,22562,96.88
2022,1,21178,95.31
2022,1,20234,81.73
2022,1,19518,95.31
2022,1,21020,94.89
2022,1,20289,81.25
2022,1,23090,100
2022,1,20972,97.66
2022,1,22059,97.5
2022,1,19956,98.96
2022,1,19104,6.25
2022,2,22427,96.59
2022,2,22573,91.48
2022,2,22059,98.44
2022,2,22282,98.3
2022,2,22925,94.44
2022,2,21593,93.18
2022,2,20740,97.73
2022,2,20337,89.06
2022,2,22907,97.73
2022,2,22170,94.89
2022,2,21481,98.44
2023,1,22477,99.48
2023,1,20857,97.92
2023,1,21455,92.71
2023,1,20707,99.22
2023,1,24153,100
2023,1,24195,99.69
2023,1,24559,99.48
2023,1,23736,97.16
2023,1,24659,99.43
2023,1,24035,97.16
2023,1,24428,97.16
2023,1,21473,91.41
2023,1,24004,100
2023,1,22921,96.88
2023,2,24022,97.5
2023,2,21426,95.83
2023,2,24638,99.38
2023,2,23021,98.86
2023,2,22378,97.92
2023,2,22383,100
2023,2,22218,96.88
2023,2,22975,93.13
2023,2,24604,74.69
2023,2,24333,94.69
2023,2,24195,97.73
2023,2,23051,74.43
2023,2,24563,96.59
2024,1,23679,91.88
2024,1,23525,100
2024,1,24020,99.04
2024,1,26862,99.48
2024,1,27082,100
2024,1,25602,98.13
2024,1,26501,99.38
2024,1,27047,99.31
2024,1,25314,96.88
2024,1,26656,97.6
2024,1,24079,96.88
2024,1,15176,83.33
2024,1,25393,96.88
2024,1,26660,98.86
2024,2,25428,98.75
2024,2,25680,99.43
2024,2,26559,98.86
2024,2,22613,79.69
2024,2,22246,98.44
2024,2,25803,98.75
2024,2,25318,98.86
2024,2,21728,87.5
2024,2,24025,97.73
2024,2,20987,95.31
2024,2,25499,99.38
2024,2,26195,64.58
2024,2,24114,96.25
2025,1,29074,100
2025,1,27883,100
2025,1,27703,98.3
2025,1,25503,98.08
2025,1,25764,83.75
2025,1,27556,96.25
2025,1,28481,100
2025,1,27648,100
2025,1,28094,97.73
2025,1,26995,98.75
2025,1,26310,100
2025,1,22362,98.13
2025,1,22875,94.44
2025,1,27577,97.4
2025,1,28986,97.92
2025,1,23825,86.72
2025,1,26611,100
2025,1,23635,98.21
2025,1,26539,97.5
2025,1,27544,99.38
2025,1,28027,97.73
2025,1,24300,12.5
2021,2,19522,100
2022,1,23181,100
2022,1,22749,100
2022,1,22211,100
2022,1,17204,97.32
2022,1,22047,99.38
2022,1,20689,98.44
2022,1,22057,98.21
2022,1,19882,97.73
2022,2,22208,98.75
2022,2,22180,97.19
2022,2,22878,100
2022,2,18355,100
2022,2,22946,99.48
2023,1,20785,99.31
2023,1,22442,100
2023,1,22618,98.13
2023,1,23697,98.3
2023,2,23621,98.86
2023,2,20572,97.92
2023,2,20559,95.31
2023,2,20703,97.92
2023,2,23568,98.86
2024,1,23754,92.5
2024,1,26287,98.3
2024,1,25496,100
2024,1,21076,93.75
2024,1,20800,91.41
2024,1,26513,100
2024,1,25629,99.43
2024,1,20891,99.22
2024,1,25658,93.18
2024,1,24165,96.25
2024,2,27099,68.75
2024,2,24691,99.38
2024,2,25755,98.75
2024,2,26372,98.86
2024,2,26014,29.38
2024,2,24483,92.79
2024,2,23985,96.88
2024,2,27072,78.13
2025,1,25632,96.15
2025,1,25454,98.96
2025,1,28072,99.38
2025,1,28748,98.75
2025,1,28350,100
2025,1,28850,97.73
2025,1,24541,100
2025,1,28723,94.38
2025,1,29173,98.44
2025,1,27431,99.38
2025,1,21421,87.5
2021,2,19824,98.86
2022,1,21442,96.25
2022,1,21789,94.71
2022,1,22935,98.75
2022,2,22448,94.89
2022,2,22016,100
2023,1,22585,99.22
2023,2,21237,81.25
2023,2,20324,81.25
2024,1,25967,100
2024,1,24182,95.67
2024,1,23649,97.22
2024,1,20905,93.75
2024,2,24690,88.07
2024,2,22804,93.75
2025,1,25470,97.5
2025,1,22881,93.75
2025,1,26320,98.61
2025,1,22171,97.92
2025,1,26478,99.31
2025,1,20960,79.17
2025,1,23719,96.63
2025,1,29248,97.66
2025,1,23103,90
2022,1,19834,100
2023,2,24247,98.13
2023,2,19412,98.44
2024,1,27013,100
2024,2,21729,100
2024,2,25728,99.38
2025,1,25745,94.38
2025,1,28274,94.32
2025,1,28255,100
2025,1,26282,99.38
2025,1,26186,98.96
2022,1,20168,100
2022,1,19102,99.48
2022,2,18865,98.75
2022,2,22981,89.2
2022,2,21414,96.53
2023,1,24054,91.88
2023,2,19312,90.63
2024,2,22715,90.63
2024,2,21075,87.5
2024,2,27071,95.31
2024,2,21490,81.25
2023,2,20570,86.25
2024,2,22518,100
2022,1,19696,6.25
2022,2,17944,100
2023,2,19400,93.75
2022,2,19446,73.75
2024,2,21063,100
2023,1,20364,81.25
2024,2,25002,96.88
2025,1,20797,81.25
2023,2,20322,100
2025,1,23823,12.5
2025,1,24334,12.5
2024,2,22257,100
2023,1,24986,12.5
2025,1,24499,12.5
2022,1,21176,98.13
2022,1,19119,98.44
2022,1,22714,97.77
2022,1,22407,97.77
2022,1,22161,100
2022,1,22382,98.75
2022,1,20345,96.53
2022,1,22140,97.73
2022,1,19361,100
2022,1,22422,92.5
2022,1,22611,97.4
2022,1,22652,100
2022,1,21235,97.66
2022,1,21508,98.08
2022,1,17395,97.66
2022,1,20690,100
2022,1,20947,94.71
2022,2,17370,88.75
2022,2,20788,93.75
2022,2,20860,97.66
2022,2,20737,100
2022,2,22598,95.31
2022,2,21720,97.19
2022,2,20771,99.43
2022,2,21093,95.14
2022,2,22787,95.45
2022,2,20968,100
2022,2,21139,92.36
2022,2,22267,98.96
2022,2,22760,98.75
2022,2,21178,99.43
2022,2,21711,85.23
2022,2,23311,100
2022,2,20899,93.23
2022,2,22942,97.73
2022,2,21522,87.5
2022,2,21511,97.22
2023,1,22449,100
2023,1,24365,99.38
2023,1,24654,98.3
2023,1,24185,100
2023,1,22275,99.43
2023,1,22713,98.96
2023,1,23552,100
2023,1,23066,97.92
2023,1,24533,99.48
2023,1,22557,94.27
2023,1,22647,85
2023,1,21500,97.92
2023,1,24601,95.94
2023,1,23833,98.3
2023,1,21147,98.44
2023,1,22072,95
2023,1,24626,98.96
2023,1,21363,90.87
2023,1,23059,100
2023,1,22940,97.4
2023,1,24260,91.07
2023,1,24095,100
2023,1,24289,95.45
2023,1,24490,100
2023,1,24962,99.43
2023,1,24528,96.02
2023,1,23968,96.25
2023,1,20935,93.23
2023,2,22394,96.88
2023,2,22113,98.86
2023,2,24725,98.96
2023,2,24308,99.43
2023,2,24122,97.22
2023,2,22579,99.38
2023,2,21143,99.48
2023,2,24979,98.61
2023,2,24536,77.84
2023,2,24439,94.27
2023,2,24658,100
2023,2,24059,99.38
2023,2,23105,82.64
2023,2,22393,70.14
2023,2,21760,93.75
2023,2,19866,85.94
2023,2,23718,100
2023,2,24928,100
2024,1,24199,99.31
2024,1,24230,93.13
2024,1,25356,97.6
2024,1,21161,88.75
2024,1,27120,100
2024,1,23621,100
2024,1,23603,100
2024,1,20759,91.67
2024,1,23962,100
2024,1,24379,99.48
2024,1,22835,100
2024,1,26854,99.55
2024,1,26061,95.45
2024,1,22510,99.22
2024,1,23035,98.13
2024,1,21193,63.13
2024,1,26167,96.88
2024,1,20680,100
2024,1,26464,100
2024,1,24479,98.13
2024,1,25320,95.45
2024,1,26018,99.55
2024,1,25805,95.31
2024,2,26219,95
2024,2,23636,100
2024,2,25916,100
2024,2,23859,98.44
2024,2,25399,98.86
2024,2,25475,98.61
2024,2,26575,99.38
2024,2,21025,100
2024,2,26466,100
2024,2,24093,98.96
2024,2,26276,100
2024,2,24441,87.5
2024,2,23591,91.48
2024,2,26336,95.83
2024,2,25321,100
2024,2,26069,99.48
2024,2,25596,100
2024,2,24231,97.16
2024,2,20679,96.88
2025,1,26033,96.63
2025,1,28241,98.44
2025,1,24230,99.52
2025,1,27480,99.38
2025,1,23972,100
2025,1,27223,99.31
2025,1,23937,97.16
2025,1,24544,97.73
2025,1,28719,97.5
2025,1,28750,100
2025,1,28679,99.38
2025,1,29099,97.22
2025,1,28254,95.09
2025,1,23529,92.97
2025,1,22877,92.71
2025,1,26019,100
2025,1,29227,90.63
2025,1,27710,87.5
2025,1,28531,100
2025,1,24636,100
2025,1,27446,95.09
2025,1,27914,99.48
2025,1,28369,98.13
2025,1,24299,96.88
2025,1,28724,97.5
2025,1,23213,96.53
2025,1,28193,99.43
2025,1,26675,95.14
2025,1,25769,99.31
2025,1,24202,94.32
2025,1,28112,96.53
2025,1,27225,98.13
2025,1,28456,97.32
2025,1,27921,100
2025,1,28278,100
2025,1,24047,93.75
2022,1,23132,99.22
2022,1,21990,100
2022,1,21991,97.5
2022,1,22719,95
2022,1,20779,98.75
2022,1,20941,97.5
2022,1,22061,98.75
2022,1,20680,100
2022,1,21195,95.31
2022,1,20131,96.88
2022,1,19538,96.88
2022,2,21423,93.75
2022,2,23141,95.45
2022,2,23330,98.08
2022,2,21215,88.89
2022,2,22028,97.16
2022,2,22885,96.59
2022,2,21612,97.16
2022,2,21213,95.31
2022,2,20684,98.3
2022,2,21361,89.06
2022,2,22032,97.5
2022,2,22974,97.19
2022,2,19647,98.96
2022,2,20371,92.5
2023,1,23722,100
2023,1,24563,98.96
2023,1,20570,88.28
2023,1,23329,100
2023,1,23970,94.79
2023,1,24509,98.13
2023,1,24077,93.75
