"TAHUN","SEMESTER","MAHASISWA","PROSEN_HADIR_RATA_RATA"
2023,1,22796,89.06
2023,1,22093,96.88
2023,1,24359,99.38
2023,1,23205,93.75
2023,1,22655,97.4
2023,1,23696,97.16
2023,1,23711,100
2023,1,22686,94.38
2023,1,21172,86.11
2023,1,24919,85.71
2023,1,21506,100
2023,1,21092,98.3
2023,2,23020,95.63
2023,2,23547,100
2023,2,23986,93.06
2023,2,24733,95.63
2023,2,24396,92.36
2023,2,22663,90.63
2023,2,22099,94.32
2023,2,24976,100
2024,1,24019,98.13
2024,1,24353,100
2024,1,26555,97.5
2024,1,24210,100
2024,1,24356,94.38
2024,1,24122,100
2024,1,26407,99.55
2024,1,26410,100
2024,1,22859,85.94
2024,1,22476,95
2024,1,26424,100
2024,1,23116,79.81
2024,1,26117,97.5
2024,2,26811,98.96
2024,2,26273,96.35
2024,2,22673,100
2024,2,23599,100
2024,2,25404,99.38
2024,2,23581,95.45
2024,2,21598,46.88
2024,2,26232,99.38
2024,2,19479,87.5
2024,2,23758,96.53
2024,2,24062,97.22
2024,2,24727,100
2024,2,25714,99.43
2025,1,27409,98.96
2025,1,27274,98.21
2025,1,26284,91.25
2025,1,27155,93.75
2025,1,28553,98.21
2025,1,22153,96.88
2025,1,25539,99.04
2025,1,23659,97.92
2025,1,28318,99.31
2025,1,22585,98.13
2025,1,29219,95
2022,1,19693,100
2022,1,21449,98.96
2022,1,22559,100
2022,1,22194,100
2022,1,19254,73.96
2022,2,21760,88.64
2022,2,18434,100
2022,2,22188,97.73
2022,2,22950,97.16
2022,2,19513,96.88
2023,1,22438,100
2023,1,21359,81.25
2023,1,22439,94.44
2023,1,22490,99.48
2023,1,23749,99.38
2023,1,22554,98.44
2023,2,22053,97.92
2023,2,22157,95
2023,2,22258,96.59
2023,2,24226,100
2023,2,24156,100
2023,2,23645,98.86
2023,2,24597,49.38
2023,2,23696,99.38
2023,2,24183,92.36
2023,2,20562,73.44
2023,2,24936,97.92
2023,2,20971,96.25
2024,1,24101,99.38
2024,1,26633,97.92
2024,1,24183,91.25
2024,1,21190,82.64
2024,1,22913,98.13
2024,1,23697,91.15
2024,1,25711,99.38
2024,2,25381,95.63
2024,2,27025,77.08
2024,2,26449,97.92
2024,2,25866,91.67
2024,2,23067,96.88
2024,2,25595,100
2024,2,25572,98.61
2024,2,23710,91.41
2024,2,26992,99.48
2024,2,25637,100
2024,2,22759,100
2024,2,21787,93.75
2024,2,24469,89.77
2025,1,22494,91.25
2025,1,25920,100
2025,1,24319,96.63
2025,1,24087,98.3
2025,1,23551,99.04
2025,1,26656,97.12
2022,1,19648,87.5
2022,1,19818,96.88
2022,2,17322,87.5
2022,2,20754,96.53
2023,1,24489,100
2023,1,22151,98.96
2023,1,24603,88.94
2023,1,22931,100
2023,1,22964,97.73
2023,1,24039,99.69
2023,2,24336,98.3
2023,2,23674,95.83
2023,2,24235,90.97
2023,2,23625,98.86
2023,2,21270,62.5
2024,1,24741,92.5
2024,1,25787,99.31
2024,2,24232,96.88
2024,2,26089,99.43
2024,2,24721,97.73
2025,1,28569,95.83
2025,1,28526,100
2025,1,27212,99.38
2025,1,27551,100
2025,1,24149,97.73
2022,1,22010,99.38
2022,1,21259,94.89
2022,2,21487,100
2023,1,22621,98.86
2023,2,19079,68.75
2023,2,20561,92.5
2024,1,25782,100
2024,1,24732,100
2024,1,23777,100
2024,1,25523,98.13
2024,2,24288,98.3
2024,2,25535,99.31
2024,2,27031,95.83
2024,2,21095,93.75
2024,2,21811,50
2025,1,29007,95.67
2025,1,27482,95.67
2025,1,24602,12.5
2022,1,17964,6.25
2022,1,19448,93.75
2022,2,19912,98.75
2023,2,19004,90.63
2024,1,20897,91.88
2024,2,22291,97.92
2024,2,21436,93.75
2025,1,25757,97.73
2025,1,27178,99.11
2025,1,26288,100
2022,2,17857,87.5
2022,2,17831,100
2023,1,18872,92.19
2023,2,19050,91.67
2024,1,23859,100
2024,1,24463,100
2022,2,20285,100
2024,2,21827,87.5
2024,2,25317,6.25
2022,3,21722,100
2023,2,19226,84.38
2023,2,20414,87.5
2022,2,18088,100
2022,2,20235,100
2022,2,19695,98.44
2023,2,20748,93.75
2022,1,17289,6.25
2024,2,21686,93.75
2021,2,18840,99.43
2022,1,21700,100
2022,1,22592,99.31
2022,1,22487,98.75
2022,1,19354,96.88
2022,1,20964,96.25
2022,1,21524,95.83
2022,1,22748,98.44
2022,1,23159,97.12
2022,1,21504,95.31
2022,1,22939,92.5
2022,1,22633,96.59
2022,1,21534,100
2022,1,22900,93.13
2022,1,20314,97.5
2022,1,22852,91.88
2022,2,22977,97.5
2022,2,20546,100
2022,2,22586,100
2022,2,20887,97.73
2022,2,23251,97.16
2022,2,23287,97.12
2022,2,22262,96.02
2022,2,21042,97.22
2022,2,22732,97.16
2022,2,23227,94.32
2022,2,22762,99.38
2022,2,21211,97.92
2022,2,22433,96.25
2022,2,22136,96.88
2022,2,22936,95.45
2022,2,20717,98.13
2022,2,19116,98.75
2022,2,17318,98.75
2022,2,22996,87.81
2022,2,18159,81.25
2023,1,22820,90.63
2023,1,24316,100
2023,1,20866,84.66
2023,1,21233,93.06
2023,1,24500,97.22
2023,1,23997,99.38
2023,1,22649,98.96
2023,1,24670,98.75
2023,1,22821,96.56
2023,1,22378,95
2023,1,22903,100
2023,1,23998,95.94
2023,1,22741,98.96
2023,1,23851,92.05
2023,1,24131,91.96
2023,1,23703,100
2023,1,22448,87.5
2023,1,24519,97.5
2023,1,22768,100
2023,1,23590,91.96
2023,1,24247,91.52
2023,1,20736,91.48
2023,1,23191,98.21
2023,1,21498,92.97
2023,1,22175,99.43
2023,2,24671,98.75
2023,2,24296,100
2023,2,23743,99.38
2023,2,23744,90.91
2023,2,22507,97.73
2023,2,24084,98.3
2023,2,22093,88.64
2023,2,24757,93.23
2023,2,22931,99.38
2023,2,24630,99.69
2023,2,22195,100
2023,2,23100,96.88
2023,2,23538,100
2023,2,18837,98.44
2023,2,24213,100
2023,2,21753,96.88
2024,1,27003,90
2024,1,23942,97.16
2024,1,25633,98.75
2024,1,26032,100
2024,1,24099,100
2024,1,25433,100
2024,1,25494,98.75
2024,1,26274,99.43
2024,1,25417,97.73
2024,1,22171,99.52
2024,1,22662,100
2024,1,22206,95
2024,1,23600,98.96
2024,1,21268,97.92
2024,1,23061,99.52
2024,1,26636,99.38
2024,1,22072,91.83
2024,1,23607,96.02
2024,1,22141,97.5
2024,1,24807,91.25
2024,1,26628,88.39
2024,1,21100,97.92
2024,1,22489,92.19
2024,1,23628,99.43
2024,1,27105,95.09
2024,1,26358,100
2024,1,26619,95.45
2024,1,24048,96.15
2024,1,26334,96.88
2024,1,26329,100
2024,1,27077,90
2024,1,23673,95.45
2024,1,25891,95.19
2024,2,24022,99.38
2024,2,24380,98.86
2024,2,26086,97.5
2024,2,23864,87.5
2024,2,25802,100
2024,2,24568,97.4
2024,2,26107,100
2024,2,26520,100
2024,2,26913,99.48
2024,2,26485,98.61
2024,2,22126,93.75
2024,2,23938,98.75
2024,2,25811,99.38
2024,2,25695,96.88
2024,2,24459,93.23
2024,2,24386,83.52
2024,2,26620,99.38
2024,2,27105,96.35
2024,2,21541,73.96
2024,2,20969,90.63
2024,2,25336,97.73
2024,2,27146,100
2024,2,26246,97.73
2025,1,25821,97.5
2025,1,27241,100
2025,1,24328,99.38
2025,1,26527,100
2025,1,27383,98.13
2025,1,28866,100
2025,1,26586,91.88
2025,1,25825,100
2025,1,26649,99.31
2025,1,25357,92.5
2025,1,22172,96.25
2025,1,22905,98.96
2025,1,28999,94.38
2025,1,29060,99.38
2025,1,25697,96.59
2025,1,28327,100
2025,1,24059,96.88
2025,1,28219,97.92
2025,1,28364,100
2025,1,27374,98.86
2025,1,25893,98.96
2025,1,27485,98.13
2025,1,25492,90
2025,1,29072,98.75
2025,1,28423,94.89
2025,1,26366,99.38
2025,1,27501,99.31
2025,1,27822,100
2025,1,23860,97.5
2025,1,28487,96.88
2025,1,23763,94.89
2025,1,25853,100
2025,1,26096,89.06
2025,1,26160,97.92
2025,1,28363,98.75
2025,1,29293,93.13
2025,1,22451,97.92
2025,1,26219,98.13
2022,1,22020,96.59
2022,1,22832,100
2022,1,23171,100
2022,1,21263,92.19
2022,1,20970,100
2022,1,19471,100
2022,1,23059,96.43
2022,1,22149,97.5
2022,1,21077,94.71
2022,1,21720,94.06
2022,1,23001,99.38
2022,1,20139,100
2022,1,22248,97.5
2022,1,19909,93.75
2022,3,19914,58.33
2022,3,22866,100
2022,2,22399,99.38
2022,2,18152,96.88
2022,2,21185,93.75
2022,2,22602,96.02
2022,2,20941,97.22
2022,2,22633,92.71
2022,2,20756,97.66
2022,2,22810,98.75
2022,2,22113,97.5
2022,2,20567,100
2022,2,17856,88.75
2023,1,22227,94.38
2023,1,21636,92.97
2023,1,22192,100
2023,1,23806,99.06
2023,1,23057,87.5
2023,1,24011,91.52
2023,1,23791,100
2023,1,22527,89.24
2023,1,22283,100
2023,1,24382,97.16
2023,1,22255,95
2023,1,21011,100
2023,1,20817,96.09
2023,2,24629,100
2023,2,22035,92.36
2023,2,24215,100
2023,2,24582,99.43
2023,2,24592,96.53
2023,2,22703,100
2024,1,26705,98.3
2024,1,25820,95
2024,1,26632,100
2024,1,26246,98.96
2024,1,26154,95.45
2024,1,26067,97.92
2024,1,22860,91.25
2024,1,24721,100
2024,1,25765,99.38
2024,1,20743,99.38
2024,1,26462,100
2024,1,27093,100
2024,2,26715,98.44
2024,2,27006,99.22
2024,2,25568,97.73
2024,2,22252,97.92
2024,2,23875,100
2024,2,25549,99.48
2024,2,24564,99.38
2024,2,21467,93.75
2024,2,20706,96.88
2024,2,27066,100
2024,2,22596,100
2025,1,24137,94.79
2025,1,21693,81.25
2025,1,26893,98.96
2025,1,28601,98.3
2025,1,22061,97.5
2025,1,24325,97.92
2025,1,28892,100
2025,1,28951,96.53
2025,1,25607,97.92
2025,1,24392,95.67
2025,1,28549,98.96
2025,1,25627,95.31
2025,1,25672,98.56
2025,1,27085,95.45
2025,1,23762,94.89
2025,1,25383,83.13
2022,1,22650,95
2022,1,22476,99.31
2022,3,21667,81.25
2022,2,17723,88.75
2022,2,17969,97.5
2022,2,22291,95.45
2022,2,20730,85.8
2023,1,20996,98.61
2023,1,21798,97.92
2023,1,22602,91.88
2023,1,23005,96.09
2023,1,23975,100
2023,1,19405,100
2023,2,21624,95.83
2023,2,23167,99.22
2023,2,20684,93.75
2024,1,23625,98.75
2024,1,22984,89.06
2024,1,22106,95.63
2024,1,23596,97.92
2024,1,22474,96.09
2024,1,22254,73.44
2024,2,26071,98.13
2024,2,26282,98.3
2024,2,27179,77.08
2024,2,22683,93.75
2025,1,27952,99.38
2025,1,22378,99.31
2025,1,28200,94.27
2022,1,21848,97.5
2022,1,21400,98.75
2022,1,19241,97.92
2022,2,21575,94.32
2022,2,21608,93.06
2022,2,21061,98.3
2022,2,20682,98.3
2022,2,19410,98.75
2023,1,20901,98.3
2023,1,23219,79.86
2023,1,23150,99.31
2023,2,21291,59.38
2023,2,21771,93.75
2023,2,23673,98.13
2023,2,19234,100
2024,1,24370,100
2024,1,26302,98.75
2024,1,25907,100
2024,1,24237,98.13
2024,1,24493,91.15
2024,1,25535,97.92
2024,1,26613,99.38
2024,1,24571,97.16
2024,1,25440,99.48
2024,2,21740,96.88
2024,2,26808,100
2025,1,26311,85.16
2025,1,26681,94.38
2025,1,21659,89.06
2025,1,29222,97.92
2025,1,27165,97.92
2022,1,22018,100
2022,2,22812,99.69
2022,2,23264,95
2022,2,21267,91.48
2023,2,22558,100
2023,2,22427,97.16
2023,2,21635,95.83
2024,2,24639,100
2024,2,27108,98.44
2024,2,23764,100
2024,2,25858,96.88
2025,1,21265,89.58
2025,1,27068,100
2025,1,28946,97.5
2022,1,21769,91.25
2022,1,20258,90.63
2022,1,17790,96.88
2022,2,22750,97.73
2022,2,22426,97.16
2022,2,20852,98.13
2023,1,23182,100
2024,1,25856,100
2024,2,22406,100
2024,2,23020,96.25
2025,1,25606,100
2022,2,22547,95
2023,2,20979,84.38
2023,2,20683,87.5
2023,2,21798,85
2025,1,22359,98.21
2025,1,26354,94.89
2023,2,19293,87.5
2023,1,25029,12.5
2024,2,22707,93.75
2022,3,21165,50
2024,2,21631,93.75
2024,2,22105,93.75
2023,2,20949,93.75
2021,2,19699,100
2021,2,19703,100
2021,2,19558,100
2022,1,21425,98.96
2022,1,22912,97.92
2022,1,22660,100
2022,1,22883,98.86
2022,1,19702,86.88
2022,1,18272,98.21
2022,1,19482,95.31
2022,1,18161,97.66
2022,1,18934,100
2022,1,19309,80.47
2022,1,21832,94.89
2022,1,20861,100
2022,1,21607,97.92
2022,1,19392,99.43
2022,1,22845,97.77
2022,1,17806,96.09
2022,1,21655,98.75
2022,1,19056,96.88
2022,1,17319,99.11
2022,1,21361,20.45
2022,1,18339,100
2022,1,17625,95.83
2022,1,19479,80.63
2022,1,22518,96.25
2022,1,22458,98.3
2022,1,21929,97.32
2022,2,23083,97.12
2022,2,20724,97.73
2022,2,23156,92.19
2022,2,21137,97.16
2022,2,21087,98.13
2022,2,22931,98.75
2022,2,22392,97.73
2022,2,21422,97.5
2022,2,22526,97.5
2022,2,22235,97.5
2022,2,18140,98.44
2022,2,19930,98.75
2023,1,24555,97.92
2023,1,22124,89.38
2023,1,23785,100
2023,1,24441,97.16
2023,1,23117,95.19
2023,1,22988,99.43
2023,1,21271,91.67
2023,1,21073,99.31
2023,1,21631,100
2023,1,20823,99.31
2023,1,22535,96.63
2023,1,24052,97.81
2023,1,24236,98.3
2023,1,22200,93.75
2023,1,24056,98.3
2023,1,21552,97.16
2023,1,22221,91.67
2023,1,22289,100
2023,1,20844,94.44
2023,1,21209,93.23
2023,1,24321,100
2023,1,24214,96.59
2023,1,24269,99.69
2023,1,24290,10.76
2023,1,24740,9.38
2023,2,24377,98.86
2023,2,24649,100
2023,2,22044,84.03
2023,2,24568,100
2023,2,24455,100
2023,2,22854,78.47
2023,2,23522,93.75
2023,2,23971,96.02
2023,2,22599,90.34
2023,2,23074,96.88
2023,2,23076,93.06
2023,2,22034,95.14
2023,2,24011,98.75
2023,2,24061,98.86
2023,2,22598,92.61
2023,2,24345,95.63
2023,2,22465,100
2024,1,23948,97.73
2024,1,23554,100
2024,1,22008,99.11
2024,1,23957,100
2024,1,24572,98.96
2024,1,25452,99.11
2024,1,25323,100
2024,1,26601,96.25
2024,1,26863,100
2024,1,25748,95.54
2024,1,22940,91.88
2024,1,23737,96.88
2024,1,24343,96.59
2024,1,26843,100
2024,1,25391,99.48
2024,1,26539,99.31
2024,1,25889,99.38
2024,1,23960,97.73
2024,1,26146,100
2024,1,24734,97.5
2024,1,26444,100
2024,1,26847,93.75
2024,1,25692,98.86
2024,1,22457,84.38
2024,1,27044,97.92
2024,1,22501,93.23
2024,1,21774,97.22
2024,2,26587,93.75
2024,2,24349,98.75
2024,2,23525,100
2024,2,23767,96.63
2024,2,26334,93.75
2024,2,26540,100
2024,2,25464,100
2024,2,24725,91.48
2024,2,25983,98.13
2024,2,25498,99.43
2024,2,23558,90.63
2024,2,26641,99.38
2024,2,24484,96.35
2024,2,25698,100
2024,2,25926,95.63
2024,2,25969,96.88
2024,2,26648,100
2024,2,24375,98.13
2024,2,24051,93.75
2024,2,26670,98.86
2024,2,22100,100
2024,2,25940,96.59
2025,1,24136,98.3
2025,1,23556,89.42
2025,1,25624,98.61
2025,1,27238,95.14
2025,1,28692,99.38
2025,1,26430,100
2025,1,28024,99.11
2025,1,28873,97.73
2025,1,26409,98.13
2025,1,26127,93.13
2025,1,25786,100
2025,1,25763,93.13
2025,1,26067,96.09
2025,1,24447,91.41
2025,1,29062,99.48
2025,1,26598,97.22
2025,1,29237,97.66
2025,1,25644,98.56
2025,1,22124,91.96
2025,1,27511,96.53
2025,1,26395,96.59
2025,1,26641,98.13
2025,1,23793,100
2025,1,28511,88.13
2025,1,29009,99.11
2025,1,26709,89.9
2025,1,25982,93.75
2025,1,23960,97.12
2025,1,22258,92.5
2025,1,28803,99.38
2025,1,26153,93.75
2025,1,27715,98.75
2025,1,25562,90
2025,1,25783,100
2025,1,24671,96.35
2021,2,19351,98.86
2021,2,19086,90.1
2022,1,21445,100
2022,1,23117,99.52
2022,1,20746,100
2022,1,19658,88.75
2022,1,23040,91.25
2022,1,23112,100
2022,1,21416,98.86
2022,1,19836,96.88
2022,1,19940,96.88
2022,1,19548,100
2022,2,21288,91.67
2022,2,23043,97.16
2022,2,17483,98.44
2022,2,20797,97.16
2022,2,19570,100
2022,2,21637,92.19
2022,2,21615,94.89
2022,2,23198,97.92
2022,2,20726,96.02
2023,1,22857,99.43
2023,1,21750,96.53
2023,1,22517,100
2023,1,21609,93.75
2023,1,19497,92.97
2023,1,24202,95
2023,1,23661,97.16
2023,1,24585,98.3
2023,1,24496,97.16
2023,1,20329,100
2023,1,24541,99.43
2023,1,24180,99.69
2023,1,24514,99.38
2023,1,24568,97.16
2023,1,25009,86.25
2023,2,24362,98.86
2023,2,23953,100
2023,2,24355,99.43
2023,2,24403,98.3
2023,2,22156,93.06
2023,2,23671,100
2024,1,23695,100
2024,1,22896,96.09
2024,1,23675,99.31
2024,1,24154,97.73
2024,1,24494,100
2024,1,25333,100
2024,1,23978,100
2024,1,26873,96.25
2024,1,25651,100
2024,2,24613,100
2024,2,23974,96.88
2024,2,27058,96.88
2024,2,24220,96.88
2024,2,26227,98.75
2024,2,25995,99.38
2024,2,26296,98.3
2024,2,25931,96.88
2024,2,24340,96.35
2024,2,19477,96.88
2024,2,22767,95.31
2024,2,22729,93.75
2024,2,24948,92.5
2024,2,25789,98.61
2024,2,27154,99.38
2025,1,24337,93.75
2025,1,28453,100
2025,1,25715,98.61
2025,1,24062,99.31
2025,1,28199,95.98
2025,1,26197,91.83
2025,1,28019,99.38
2025,1,27473,99.38
2025,1,29126,99.38
2025,1,26673,97.12
2025,1,27000,95
2025,1,22903,95.83
2025,1,27297,98.75
2025,1,29188,97.73
2025,1,27243,100
2022,1,22093,99.43
2022,1,22889,94.38
2022,1,19636,96.88
2022,1,22281,99.38
2022,1,21796,89.06
2022,1,21696,96.88
2022,1,19727,99.43
2022,1,21950,96.43
2022,2,20133,91.67
2022,2,21774,96.59
2022,2,23042,95.63
2022,2,22664,93.44
2023,1,21402,95
2023,1,24201,96.25
2023,1,22374,99.48
2023,1,21491,100
2023,1,21062,93.27
2023,1,21739,100
2023,1,23953,100
2023,1,23718,97.16
2023,2,24068,93.06
2023,2,22185,100
2023,2,23024,97.73
2023,2,23016,97.73
2023,2,23533,100
2023,2,21435,97.92
2023,2,19074,97.92
2024,1,25993,99.48
2024,1,25309,97.6
2024,1,21118,95
2024,1,21114,100
2024,1,27061,99.22
2024,1,24112,100
2024,2,24369,98.3
2024,2,25758,100
2024,2,22129,92.19
2024,2,26304,99.38
2024,2,24736,93.75
2024,2,24533,100
2024,2,23946,98.96
2024,2,24303,98.75
2024,2,24229,100
2024,2,20813,96.88
2025,1,28240,94.32
2025,1,25593,96.88
2025,1,23807,99.38
2025,1,27355,100
2025,1,26530,98.61
2025,1,28915,20.31
2025,1,22489,91.96
2025,1,26131,97.92
2025,1,28576,100
2025,1,26312,98.61
2025,1,25472,99.38
2025,1,23771,95.83
2025,1,28207,99.38
2022,1,21063,100
2022,1,22857,97.77
2022,2,22474,89.38
2022,2,20983,97.16
2022,2,17636,98.96
2023,1,24662,98.44
2023,1,22272,100
2023,1,23353,100
2023,1,24605,100
2023,1,24147,96.25
2023,2,23079,97.16
2023,2,19657,84.38
2023,2,22233,94.44
2024,1,23936,95.31
2024,1,24919,96.88
2024,1,24938,93.75
2024,2,22639,29.69
2024,2,22791,98.75
2025,1,28238,96.02
2025,1,24559,100
2025,1,26184,91.88
2025,1,27018,95.83
2025,1,27420,100
2025,1,26593,100
2022,1,22370,99.31
2022,1,20955,98.13
2022,1,21804,93.75
2022,1,21927,100
2022,2,19606,98.75
2022,2,19948,73.75
2023,1,23986,96.88
2023,2,21196,75
2024,1,25703,98.75
2024,1,26635,95.45
2024,2,22535,98.44
2024,2,24579,99.43
2024,2,22708,98.75
2024,2,23752,92.61
2025,1,27336,100
2022,2,20217,96.25
2023,2,21132,100
2023,2,19063,87.5
2023,2,20858,95.31
2024,1,23820,91.67
2024,2,25481,97.5
2024,2,24137,99.43
2022,1,18317,100
2023,2,20778,97.92
2024,2,22787,41.67
2025,1,27292,98.21
2025,1,28895,100
2022,2,18309,100
2022,2,18878,93.75
2024,1,21653,98.44
2024,2,22694,100
2022,1,21942,98.21
2024,1,24915,82.81
2022,2,18858,100
2021,2,19098,100
2021,2,20573,98.44
2022,1,21974,99.11
2022,1,22770,100
2022,1,22721,97.4
2022,1,19837,91.88
2022,1,21638,99.04
2022,1,18850,81.25
2022,1,22225,92.5
2022,1,22135,100
2022,1,22439,93.75
2022,1,22615,98.75
2022,1,19222,81.73
2022,1,19073,89.84
2022,1,21680,98.3
2022,1,22578,100
2022,1,20235,84.82
2022,1,20381,88.28
2022,1,22483,99.48
2022,1,22007,93.75
2022,1,21405,99.43
2022,1,19752,100
2022,2,23009,98.96
2022,2,19844,75
2022,2,22118,90.28
2022,2,22029,98.86
2022,2,22074,99.48
2022,2,17204,100
2022,2,21531,96.35
2022,2,22987,88.64
2022,2,17979,96.88
2022,2,20246,90.97
2022,2,23056,93.18
2022,2,20721,96.59
2022,2,17738,100
2022,2,22044,96.59
2022,2,21368,94.32
2022,2,22147,98.75
2022,2,21451,94.32
2022,2,21114,98.3
2022,2,22793,93.75
2022,2,22254,93.75
2022,2,20568,95.83
2023,1,22504,96.59
2023,1,24169,91.96
2023,1,22470,90
2023,1,23598,100
2023,1,21686,91.41
2023,1,22749,99.43
2023,1,22163,100
2023,1,23992,100
2023,1,22718,94.79
2023,1,22495,98.75
2023,1,23298,96.43
2023,1,22645,98.44
2023,1,22632,97.92
2023,1,21652,93.75
2023,1,20961,89.77
2023,1,22104,81.25
2023,1,23017,97.12
2023,1,25001,100
2023,1,24658,100
2023,1,20812,86.98
2023,2,23956,96.56
2023,2,23960,99.38
2023,2,22103,91.25
2023,2,24714,93.23
2023,2,24409,97.16
2023,2,23748,100
2023,2,22568,97.5
2023,2,22041,98.61
2023,2,22468,98.3
2023,2,23766,100
2023,2,24411,100
2023,2,23569,100
2023,2,19018,98.44
2023,2,22223,94.38
2023,2,22786,94.89
2023,2,22458,98.86
2024,1,26603,97.5
2024,1,22483,98.44
2024,1,23971,93.75
2024,1,24188,98.44
2024,1,24273,90
2024,1,22995,100
2024,1,22956,98.13
2024,1,26554,97.12
2024,1,25379,100
2024,1,23587,98.44
2024,1,25435,100
2024,1,26230,96.88
2024,1,25992,91.52
2024,1,22603,97.12
2024,1,22266,98.75
2024,1,25315,98.61
2024,1,25569,100
2024,1,24528,95.45
2024,1,25887,100
2024,1,23834,91.88
2024,1,23691,99.43
2024,1,22056,99.52
2024,1,22077,90.34
2024,1,25431,100
2024,1,26827,100
2024,1,25806,98.96
2024,1,25585,95.45
2024,1,25642,100
2024,1,26096,99.55
2024,1,22495,100
2024,1,22236,98.21
2024,1,26352,98.96
2024,1,25980,99.55
2024,1,23757,92.5
2024,1,23623,100
2024,1,27116,99.22
2024,1,24168,96.35
2024,1,24186,99.38
2024,1,20760,98.96
2024,1,26070,100
2024,2,26673,98.86
2024,2,25517,97.5
2024,2,25918,100
2024,2,24589,99.43
2024,2,22972,100
2024,2,26893,98.44
2024,2,26129,97.16
2024,2,24454,98.86
2024,2,26021,99.43
2024,2,23608,98.3
2024,2,25725,94.32
2024,2,26843,99.38
2024,2,23999,98.75
2024,2,27048,98.75
2024,2,23773,98.3
2024,2,22655,96.88
2024,2,24571,96.35
2024,2,25985,99.43
2024,2,25502,100
2025,1,27346,100
2025,1,24350,100
2025,1,25946,95
2025,1,23005,93.75
2025,1,26585,92.97
2025,1,25865,100
2025,1,28966,98.96
2025,1,25788,99.38
2025,1,28358,97.92
2025,1,24593,97.6
2025,1,26126,98.96
2025,1,26085,99.31
2025,1,26103,100
2025,1,25962,100
2025,1,24009,97.32
2025,1,26425,100
2025,1,28558,95.83
2025,1,25698,100
2025,1,26524,98.08
2025,1,25904,100
2025,1,27557,96.53
2025,1,27775,99.48
2025,1,24627,98.44
2025,1,26515,92.19
2025,1,23777,96.88
2025,1,22437,80.11
2025,1,23615,97.5
2025,1,28773,96.88
2022,1,18079,93.75
2022,1,19498,96.88
2022,1,21584,100
2022,1,21747,94.27
2022,1,23136,100
2022,1,20687,86.88
2022,1,22647,98.75
2022,1,21485,100
2022,1,22461,98.13
2022,1,21967,97.32
2022,1,17814,84.38
2022,1,21944,98.75
2022,2,22920,98.75
2022,2,21126,26.25
2022,2,22259,95.63
2022,2,18410,100
2022,2,23048,95.45
2022,2,23188,96.59
2022,2,23114,99.48
2022,2,21113,98.3
2022,2,21465,97.16
2022,2,22266,97.22
2022,2,23088,92.05
2023,1,21906,94.53
2023,1,24092,100
2023,1,20773,92.31
2023,1,22157,95.14
2023,1,23622,100
2023,1,23572,100
2023,1,23544,97.5
2023,1,19697,96.09
2023,1,23355,97.5
2023,1,22100,97.4
2023,1,21131,98.44
2023,1,20230,89.06
2023,1,24619,95.94
2023,1,20992,93.75
2023,2,23795,99.43
2023,2,21502,87.5
2023,2,24401,98.3
2023,2,22086,97.5
2023,2,23557,96.59
2023,2,23693,99.48
2023,2,21368,95.83
2024,1,26007,97.5
2024,1,25570,100
2024,1,25403,98.96
2024,1,26318,100
2024,1,25666,97.5
2024,1,23805,99.38
2024,1,22458,98.21
2024,1,22173,97.92
2024,1,25685,100
2024,1,22157,95.31
2024,1,26604,99.43
2024,1,22909,98.75
2024,1,26442,98.61
2024,1,22875,93.75
2024,1,26150,98.3
2024,1,25484,100
2024,2,26820,94.89
2024,2,24068,95.63
2024,2,23794,100
2024,2,24113,98.75
2024,2,25542,100
2024,2,26382,98.3
2024,2,26655,98.13
2024,2,26148,96.59
2024,2,26953,98.75
2024,2,27052,90.63
2024,2,26350,100
2024,2,26700,97.92
2024,2,25701,97.92
2024,2,24493,92.61
2024,2,25845,97.73
2024,2,26279,96.59
2025,1,24043,98.13
2025,1,25476,98.44
2025,1,26071,100
2025,1,25368,100
2025,1,27387,97.22
2025,1,24612,92.58
2025,1,29187,86.88
2025,1,26411,97.5
2025,1,27845,100
2025,1,26422,98.3
2025,1,27179,90.63
2025,1,27220,97.92
2025,1,28997,99.38
2025,1,28690,93.75
2025,1,25654,97.5
2025,1,25467,86.06
2025,1,24188,98.08
2021,2,19308,97.92
2022,1,22625,98.75
2022,1,22147,100
2022,1,19109,93.13
2022,1,20774,94.23
2022,2,21161,84.72
2022,2,21656,100
2022,2,23306,100
2022,2,21703,99.43
2022,2,23028,99.43
2022,2,22047,100
2022,2,19448,76.25
2023,1,22120,97.66
2023,1,24308,98.44
2023,1,24328,100
2023,1,23147,100
2023,1,23311,100
2023,1,22907,98.86
2023,1,23802,91.96
2023,1,21161,95.14
2023,1,23819,100
2023,1,24948,93.18
2023,1,24283,98.75
2023,1,24311,91.52
2023,1,24946,97.73
2023,1,19797,87.5
2023,2,23649,99.38
2023,2,21524,92.19
2023,2,20822,93.75
2023,2,22947,98.75
2023,2,24484,93.18
2024,1,23672,88.13
2024,1,24412,93.18
2024,1,22074,100
2024,1,24126,100
2024,1,25775,99.38
2024,2,23597,99.43
2024,2,25378,99.43
2024,2,26607,100
2024,2,24500,93.75
2024,2,22820,96.88
2025,1,26512,97.73
2025,1,25663,97.5
2025,1,28862,98.75
2025,1,28043,100
2025,1,27645,95.31
2025,1,24558,95
2025,1,27347,95.63
2025,1,26094,97.22
2022,1,19487,94.53
2022,1,17630,98.21
2022,1,20764,100
